ticker,year,chatgpt_index_pros,chatgpt_index_cons,chatgpt_language_index
ALEX,2021,0.0,0.0,0.0
ALEX,2023,0.0,0.0,0.0
ALX,2020,0.0,0.0,0.0
ALX,2021,0.0,0.0,0.0
ALX,2024,0.07470695564356836,0.0,0.03735347782178418
AMH,2014,0.0,0.01056775226073189,0.005283876130365945
AMH,2015,0.04790653482586975,0.015156683813082316,0.03153160931947603
AMH,2016,0.05191877037282026,0.03469961629618616,0.04330919333450321
AMH,2017,0.06543764968359232,0.04095069123929477,0.05319417046144355
AMH,2018,0.08541898721433874,0.07885604553355959,0.08213751637394917
AMH,2019,0.05739072329465232,0.06725712459642096,0.06232392394553664
AMH,2020,0.05054716784644061,0.04564765921957695,0.04809741353300878
AMH,2021,0.03985377106897912,0.04338413357308288,0.041618952321030994
AMH,2022,0.04583687040862056,0.03542139839444263,0.0406291344015316
AMH,2023,0.05695855134004571,0.04048013985818434,0.048719345599115026
AMH,2024,0.0474804245700441,0.08224411609416227,0.06486227033210318
AMH,2025,0.059841862872532056,0.04503833792480563,0.052440100398668844
AMT,2014,0.0346314380820186,0.03309984757723947,0.033865642829629033
AMT,2015,0.03792626653529662,0.03594175009816584,0.03693400831673123
AMT,2016,0.06423218266041042,0.07073441108487015,0.06748329687264029
AMT,2017,0.05936192318690586,0.054587891735425345,0.056974907461165604
AMT,2018,0.05501906711053203,0.048559889824637215,0.051789478467584624
AMT,2019,0.029458351552373994,0.036430750655907465,0.032944551104140726
AMT,2020,0.01887312681286348,0.0233280893746909,0.021100608093777187
AMT,2021,0.06541256895126463,0.04610632419466696,0.05575944657296579
AMT,2022,0.06060789931180194,0.04603642570141259,0.05332216250660726
AMT,2023,0.07411250687975518,0.027575720567570232,0.05084411372366271
AMT,2024,0.06536931823704167,0.04130162348276992,0.053335470859905795
AMT,2025,0.060911521024648446,0.08359629488910998,0.07225390795687922
AOMR,2020,0.10597273240761665,0.07811848239795928,0.09204560740278797
AOMR,2021,0.08404733949569597,0.0,0.042023669747847985
AOMR,2022,0.07912565880165326,0.08712305455739484,0.08312435667952406
AOMR,2023,0.0,0.01934001263250448,0.00967000631625224
AOMR,2024,0.0,0.0,0.0
AOMR,2025,0.0,0.0,0.0
APLE,2015,0.0,0.20205815857292267,0.10102907928646133
APLE,2016,0.0,0.0,0.0
APLE,2017,0.0,0.0,0.0
APLE,2020,1.1883221175814507,0.0,0.5941610587907253
APLE,2021,0.22056339285243992,0.0,0.11028169642621996
APLE,2022,0.0,0.0,0.0
APLE,2023,0.11579578124753097,0.0,0.057897890623765484
APLE,2024,0.0,0.0,0.0
ARE,2014,0.0,0.0,0.0
ARE,2015,0.10069198369350518,0.0,0.05034599184675259
ARE,2016,0.039283430707053604,0.03187234081836739,0.035577885762710496
ARE,2017,0.05868257370772595,0.0,0.029341286853862975
ARE,2018,0.03158483509542239,0.0,0.015792417547711195
ARE,2019,0.014638875948199298,0.06501153494297762,0.03982520544558846
ARE,2020,0.0,0.14630681540088739,0.07315340770044369
ARE,2021,0.0337112657469915,0.030506545761341014,0.03210890575416626
ARE,2022,0.03787480852849245,0.052078988265306186,0.04497689839689932
ARE,2023,0.23159156249506194,0.0,0.11579578124753097
ARE,2024,0.09683841226406056,0.0,0.04841920613203028
ARE,2025,0.0,0.0,0.0
BDN,2014,0.15438988766083234,0.0,0.07719494383041617
BDN,2015,0.1012769199394505,0.0,0.05063845996972525
BDN,2016,0.0,0.0,0.0
BDN,2017,0.04824824218647123,0.0,0.024124121093235616
BDN,2018,0.0,0.0,0.0
BDN,2019,0.0,0.0,0.0
BDN,2020,0.16342412081138602,0.05518293575815443,0.10930352828477022
BDN,2021,0.0,0.0,0.0
BDN,2022,0.0,0.0,0.0
BDN,2023,0.0,0.0,0.0
BDN,2024,0.05938245192181075,0.18372205083154802,0.12155225137667938
BDN,2025,0.0,0.0,0.0
BFS,2016,0.0,0.21245430266889453,0.10622715133444727
BFS,2022,0.0,0.0,0.0
BFS,2025,0.812457615125061,0.0,0.4062288075625305
BNL,2019,0.0,0.0,0.0
BNL,2022,0.25088356744885254,0.0,0.12544178372442627
BNL,2024,0.0,0.0,0.0
BNL,2025,0.0,0.0,0.0
BRG,2021,0.05034599184675259,0.0,0.025172995923376296
BRG,2022,0.0,0.0,0.0
BRSP,2025,0.0,0.0,0.0
BRX,2014,0.0,0.17517295012071943,0.08758647506035971
BRX,2015,0.09301584335890029,0.07377856670918376,0.08339720503404202
BRX,2016,0.10395888375406502,0.0,0.05197944187703251
BRX,2017,0.023213074717858887,0.046246625223309516,0.0347298499705842
BRX,2018,0.046426149435717774,0.08522016261595557,0.06582315602583667
BRX,2019,0.06913180970001848,0.08017143496939416,0.07465162233470632
BRX,2020,0.0,0.0,0.0
BRX,2021,0.12312965269101789,0.07868677876625724,0.10090821572863756
BRX,2022,0.08444637546858731,0.024280491733587945,0.05436343360108763
BRX,2023,0.11703471514449382,0.0,0.05851735757224691
BRX,2024,0.0715054269319875,0.1454789524634939,0.1084921896977407
BRX,2025,0.13861184500542004,0.0,0.06930592250271002
BXP,2014,0.0733996104268746,0.06298993959766448,0.06819477501226953
BXP,2015,0.0922886899948152,0.06966381893305969,0.08097625446393744
BXP,2016,0.026929251452914176,0.054575926058848256,0.04075258875588122
BXP,2017,0.1082712003195064,0.049314866275836575,0.07879303329767148
BXP,2018,0.02105377840864199,0.01565975088388703,0.018356764646264512
BXP,2019,0.043608151103906444,0.04535999478167651,0.044484072942791476
BXP,2020,0.06990130103420297,0.0,0.034950650517101486
BXP,2021,0.06935174880527406,0.06290538873806135,0.0661285687716677
BXP,2022,0.04062288075625305,0.13954577681447505,0.09008432878536406
BXP,2023,0.05661938043859044,0.09140208487105261,0.07401073265482153
BXP,2024,0.03524833978284797,0.0,0.017624169891423985
BXP,2025,0.14254528510009234,0.028056638044337487,0.08530096157221492
CBL,2014,0.10550087840220433,0.054575926058848256,0.0800384022305263
CBL,2015,0.0,0.05378589940984672,0.02689294970492336
CBL,2016,0.08362785581628418,0.048585885393852724,0.06610687060506845
CBL,2017,0.0,0.03984042602295923,0.019920213011479615
CBL,2018,0.06344974314933204,0.0,0.03172487157466602
CBL,2019,0.030472574012508146,0.0,0.015236287006254073
CBL,2020,0.0,0.0,0.0
CBL,2021,0.24064409539043694,0.0,0.12032204769521847
CBL,2022,0.024637400265432118,0.03170959741326784,0.02817349883934998
CBL,2023,0.22199400743036085,0.0980134363770692,0.16000372190371503
CBL,2024,0.1029875850158528,0.0,0.0514937925079264
CBL,2025,0.026589521949547452,0.0,0.013294760974773726
CCI,2014,0.054351279841664574,0.06416386443878312,0.05925757214022385
CCI,2015,0.059809908013441965,0.04013573861431416,0.04997282331387806
CCI,2016,0.05047040905313881,0.02528444726339004,0.03787742815826442
CCI,2017,0.09019668646367093,0.06175530670809914,0.07597599658588504
CCI,2018,0.027634612759355817,0.040277922561293526,0.03395626766032467
CCI,2019,0.029214060548308357,0.029683857069336676,0.029448958808822517
CCI,2020,0.027335022564955323,0.0240970080407353,0.025716015302845313
CCI,2021,0.025319229984862624,0.03141674157597134,0.02836798578041698
CCI,2022,0.042809855863895296,0.024224662778576846,0.03351725932123607
CCI,2023,0.04900722536395166,0.049279869787850164,0.04914354757590091
CCI,2024,0.06539384468001662,0.03520460155281907,0.050299223116417845
CCI,2025,0.056302284692346584,0.05793997544355406,0.05712113006795032
CDP,2016,0.0,0.0,0.0
CDP,2017,0.1270641383986586,0.0,0.0635320691993293
CDP,2018,0.09263662499802477,0.062186806601766384,0.07741171579989559
CDP,2019,0.0,0.0,0.0
CDP,2020,0.0,0.0,0.0
CDP,2021,0.0,0.0,0.0
CDP,2022,0.0,0.0,0.0
CDP,2023,0.05702750183902937,0.03457499849597398,0.045801250167501674
CDP,2025,0.16342412081138602,0.076428933418374,0.11992652711488001
CLDT,2015,0.0,0.0,0.0
CLDT,2019,0.0,0.0,0.0
CLDT,2021,0.0,0.0,0.0
COLD,2014,0.03364492897472335,0.013701662688311422,0.023673295831517387
COLD,2015,0.06583354522946486,0.04581067656930293,0.055822110899383895
COLD,2016,0.03074404667621475,0.024519775966976697,0.027631911321595724
COLD,2017,0.03437381989166889,0.039074108500969304,0.0367239641963191
COLD,2018,0.01690449361277824,0.059497913743373654,0.038201203678075946
COLD,2019,0.04343254467646104,0.032208814907863155,0.037820679792162096
COLD,2020,0.05218125795545345,0.017260227789672566,0.03472074287256301
COLD,2021,0.044187276616574525,0.032244949119301536,0.03821611286793803
COLD,2022,0.04765566260681804,0.030346534383402037,0.03900109849511004
COLD,2023,0.02525588602116024,0.05252193273595018,0.038888909378555214
COLD,2024,0.07964585609632102,0.02044477729161761,0.05004531669396932
COLD,2025,0.0628439581413267,0.030956820442787636,0.04690038929205717
CPT,2014,0.048941245206585424,0.020379309608527053,0.03466027740755624
CPT,2015,0.0431371000610077,0.05771733878114587,0.05042721942107678
CPT,2016,0.050290066772775824,0.040288298633224785,0.04528918270300031
CPT,2017,0.04696648193980462,0.08199655288720838,0.0644815174135065
CPT,2018,0.06419137815466183,0.028415017037532585,0.04630319759609721
CPT,2019,0.035547052720105915,0.03802509309288804,0.03678607290649698
CPT,2020,0.03938417642457394,0.06766955059457928,0.05352686350957661
CPT,2021,0.053895926352288834,0.042669414696824,0.04828267052455641
CPT,2022,0.07428227151637123,0.04473875259824081,0.05951051205730602
CPT,2023,0.05218415592136978,0.053556018229549265,0.052870087075459524
CPT,2024,0.06173820963900582,0.08027756348947505,0.07100788656424044
CPT,2025,0.06475861151891227,0.0403795576884541,0.05256908460368319
CSR,2014,0.0,0.0,0.0
CSR,2015,0.05514084821310998,0.0905464227794528,0.0728436354962814
CSR,2016,0.0,0.0,0.0
CSR,2017,0.0,0.08331541281133119,0.041657706405665594
CSR,2018,0.03892295167984234,0.04829806490932448,0.043610508294583405
CSR,2019,0.056586767503878595,0.11893887329785652,0.08776282040086755
CSR,2020,0.09717109886082413,0.0,0.048585549430412066
CSR,2021,0.0514937925079264,0.0,0.0257468962539632
CSR,2022,0.07293965273542552,0.0,0.03646982636771276
CSR,2023,0.12519179647993744,0.06747143085973895,0.0963316136698382
CSR,2024,0.0,0.0,0.0
CSR,2025,0.07097298239089031,0.043031416294378635,0.05700219934263447
CUBE,2014,0.06905508519911566,0.059950657267841996,0.06450287123347882
CUBE,2015,0.01568999625223499,0.038624212403043166,0.027157104327639077
CUBE,2016,0.02385354174735149,0.06418864445430135,0.04402109310082642
CUBE,2017,0.03218931244012958,0.03980010712650381,0.035994709783316696
CUBE,2018,0.05406509612473091,0.04029197841994591,0.04717853727233841
CUBE,2019,0.027297300919573195,0.0698213830373303,0.04855934197845175
CUBE,2020,0.06992264222782582,0.06669365712795752,0.06830814967789167
CUBE,2021,0.04610008369301639,0.052042192681365645,0.04907113818719101
CUBE,2022,0.05124467615326962,0.06480730507503238,0.058025990614151
CUBE,2023,0.05508314537413261,0.02189457214689917,0.03848885876051589
CUBE,2024,0.0380735989817589,0.059136362963555685,0.048604980972657294
CUBE,2025,0.016736931233541558,0.0434345992965366,0.030085765265039078
CUZ,2015,0.06259231418785458,0.10622715133444727,0.08440973276115092
CUZ,2016,0.0,0.0,0.0
CUZ,2017,0.0,0.0,0.0
CUZ,2018,0.0,0.3694857437719905,0.18474287188599525
CUZ,2019,0.12866197916392327,0.0,0.06433098958196164
CUZ,2020,0.0,0.03631697481519565,0.018158487407597824
CUZ,2021,0.05803268679464721,0.13470543904861512,0.09636906292163117
CUZ,2022,0.04726358418266569,0.0,0.023631792091332846
CUZ,2023,0.0,0.0,0.0
CUZ,2024,0.06963922415357665,0.16463998105941846,0.11713960260649756
CUZ,2025,0.0,0.0,0.0
DEA,2022,0.23159156249506194,0.0,0.11579578124753097
DEA,2025,0.3046716056718979,0.0,0.15233580283594894
DLR,2024,0.06906085643726921,0.03622652309159245,0.05264368976443083
DLR,2025,0.05562342629506049,0.04912153613925134,0.05237248121715592
DOC,2014,0.0,0.0,0.0
DOC,2017,0.04824824218647123,0.0,0.024124121093235616
DOC,2018,0.05148681369559449,0.06434597015954367,0.05791639192756908
DOC,2020,0.07532951499942378,0.12851750329986847,0.10192350914964612
DOC,2021,0.0,0.0,0.0
DOC,2022,0.04824824218647123,0.1960268727541384,0.12213755747030482
DOC,2023,0.0,0.0,0.0
DOC,2024,0.12186864226875915,0.0,0.06093432113437958
DOC,2025,0.039632078786588344,0.0,0.019816039393294172
DRH,2015,0.0,0.0,0.0
DRH,2016,0.027274884308997646,0.0,0.013637442154498823
DRH,2024,0.0,0.0,0.0
DRH,2025,0.0,0.0,0.0
DX,2020,0.1447447265594137,0.5817700599033208,0.36325739323136724
DX,2022,0.0,0.0,0.0
EGP,2014,0.0,0.0,0.0
EGP,2015,0.0,0.0,0.0
EGP,2022,0.2894894531188274,0.0,0.1447447265594137
EGP,2023,0.0,0.0,0.0
EGP,2024,0.0,0.0,0.0
ELME,2014,0.028948945311882742,0.06909083013622587,0.04901988772405431
ELME,2015,0.0,0.0,0.0
ELME,2016,0.21053778408641993,0.0,0.10526889204320997
ELME,2018,0.0,0.32004615868944114,0.16002307934472057
ELME,2019,0.21053778408641993,0.5556599360755373,0.3830988600809786
ELME,2020,0.08023361800896807,0.0,0.040116809004484034
ELME,2021,0.0,0.0,0.0
ELME,2022,0.0,0.0,0.0
ELME,2023,0.0,0.0,0.0
ELME,2024,0.051858996710110274,0.08280348135221133,0.0673312390311608
ELME,2025,0.270819205041687,0.0,0.1354096025208435
ELS,2014,0.02953384711986555,0.010375110943478965,0.01995447903167226
ELS,2015,0.051191537090509054,0.029714599375589033,0.04045306823304905
ELS,2016,0.01881142173981311,0.049852606160715476,0.03433201395026429
ELS,2017,0.06325823658710726,0.03651839270293491,0.04988831464502108
ELS,2018,0.06733389941445264,0.07388082663754271,0.07060736302599768
ELS,2019,0.08629063698373432,0.04010170328740202,0.06319617013556816
ELS,2020,0.13157248767000698,0.0749519709077898,0.10326222928889839
ELS,2021,0.05742283550974417,0.04224594263889252,0.04983438907431834
ELS,2022,0.07806503128122083,0.018245285911039442,0.048155158596130135
ELS,2023,0.07145585365768276,0.07247147799090203,0.0719636658242924
ELS,2024,0.0674364863845669,0.039754416043606994,0.053595451214086945
ELS,2025,0.06780305747236738,0.012351994341214798,0.04007752590679109
EPRT,2020,0.4874745690750366,0.0,0.2437372845375183
EPRT,2024,0.0,0.0,0.0
EPRT,2025,0.38598593749176985,0.0,0.19299296874588492
EQIX,2014,0.034541313561057205,0.03569792583997994,0.03511961970051857
EQIX,2015,0.03943114012254047,0.04497412601579305,0.04220263306916676
EQIX,2016,0.029843544757207283,0.028763802867747712,0.029303673812477497
EQIX,2017,0.045450528355154445,0.03048240105480826,0.037966464704981356
EQIX,2018,0.05895045834362889,0.05656455489648386,0.05775750662005638
EQIX,2019,0.05309942314339424,0.04753405100283066,0.05031673707311245
EQIX,2020,0.046451333148775975,0.07522897758318611,0.060840155365981044
EQIX,2021,0.07620128412049826,0.04144094092605392,0.058821112523276084
EQIX,2022,0.06287187005831277,0.07371878813661435,0.06829532909746355
EQIX,2023,0.05857457420907806,0.05469741000509962,0.056635992107088834
EQIX,2024,0.07292230346621809,0.046579921087537925,0.059751112276878
EQIX,2025,0.06959839200834855,0.041506544082041505,0.05555246804519503
EQR,2014,0.0039054226390398297,0.06793605229947164,0.03592073746925573
EQR,2015,0.024834295648664687,0.07384809520201543,0.04934119542534006
EQR,2016,0.0422080037808722,0.05535569673534079,0.048781850258106496
EQR,2017,0.029403635373020934,0.054463645257460856,0.0419336403152409
EQR,2018,0.0378102946335545,0.0546159768429883,0.046213135738271405
EQR,2019,0.022401422512099534,0.047498368125277426,0.03494989531868848
EQR,2020,0.031468977311601684,0.043727728365594104,0.037598352838597894
EQR,2021,0.04369824765234251,0.050167288331389025,0.04693276799186577
EQR,2022,0.05818753773083192,0.02930027615910275,0.04374390694496733
EQR,2023,0.0671824662444085,0.06278047755143987,0.06498147189792419
EQR,2024,0.05543870136956746,0.034153340450419276,0.044796020909993364
EQR,2025,0.05185405603991784,0.07514342981284385,0.06349874292638084
ESRT,2015,0.0151367034310498,0.01972298317968279,0.017429843305366295
ESRT,2016,0.016542254463932995,0.013785614540816343,0.01516393450237467
ESRT,2017,0.045026777676919885,0.06090681902355511,0.0529667983502375
ESRT,2018,0.0,0.0,0.0
ESRT,2019,0.02728232476810186,0.050129376341573106,0.03870585055483748
ESRT,2020,0.028674974651472743,0.03631697481519565,0.032495974733334196
ESRT,2021,0.043608151103906444,0.18318870511135807,0.11339842810763226
ESRT,2022,0.0,0.04283916776662283,0.021419583883311416
ESRT,2023,0.0681151654397241,0.062448030963793394,0.06528159820175874
ESRT,2024,0.05803268679464721,0.0,0.029016343397323605
ESRT,2025,0.07922147450543005,0.042634605028087635,0.06092803976675884
ESS,2014,0.03967160882130065,0.05594170298865235,0.0478066559049765
ESS,2015,0.05244268133962515,0.046250839966026164,0.04934676065282566
ESS,2016,0.021804075551953222,0.05782706694064136,0.03981557124629729
ESS,2017,0.021937103648093367,0.02989524118088312,0.025916172414488244
ESS,2018,0.018461261401029487,0.0745035116051326,0.04648238650308105
ESS,2019,0.07705774055501154,0.07332593746556915,0.07519183901029033
ESS,2020,0.040465288855156906,0.04678237504130908,0.043623831948232994
ESS,2021,0.05242119265589268,0.05010089389943426,0.05126104327766347
ESS,2022,0.040965677707726154,0.052144629810887265,0.04655515375930671
ESS,2023,0.046012065842992445,0.07790112011739507,0.06195659298019376
ESS,2024,0.0653288276752822,0.03597622479677192,0.05065252623602706
ESS,2025,0.04462393800562011,0.028915845867573186,0.036769891936596646
EXR,2014,0.03207362152054256,0.06191130460379502,0.04699246306216879
EXR,2015,0.01918582631816671,0.07356761619929908,0.04637672125873289
EXR,2016,0.04053811253977452,0.06196014696644386,0.05124912975310919
EXR,2017,0.04785788514503988,0.05333284488778028,0.05059536501641008
EXR,2018,0.05906680399220812,0.04879431399342751,0.05393055899281782
EXR,2019,0.04254240992744812,0.06227008050696424,0.05240624521720618
EXR,2020,0.04716812975003324,0.04532106707968382,0.046244598414858534
EXR,2021,0.049109678147364555,0.05172550413892804,0.0504175911431463
EXR,2022,0.05085596478679884,0.04418808014787992,0.04752202246733938
EXR,2023,0.04586816799140985,0.046643376958840146,0.046255772475124995
EXR,2024,0.04801485383155185,0.05560141448071488,0.05180813415613336
EXR,2025,0.053056900603551,0.057914553988429304,0.05548572729599015
FCPT,2021,0.1354096025208435,0.0,0.06770480126042175
FCPT,2024,0.0,0.0,0.0
FR,2014,0.10526889204320997,0.0,0.05263444602160498
FR,2015,0.0,0.0,0.0
FR,2016,0.0,0.0,0.0
FR,2017,0.0,0.0,0.0
FR,2018,0.09263662499802477,0.0,0.04631831249901239
FR,2019,0.11579578124753097,0.0,0.057897890623765484
FR,2020,0.1624915230250122,0.0,0.0812457615125061
FR,2021,0.0,0.0,0.0
FR,2022,0.12186864226875915,0.24994623843399358,0.18590744035137635
FR,2024,0.4062288075625305,0.0,0.20311440378126525
FRT,2014,0.0,0.09442413451950868,0.04721206725975434
FRT,2015,0.0,0.05691489431851318,0.02845744715925659
FRT,2016,0.06963922415357665,0.04004756296039909,0.05484339355698787
FRT,2017,0.03811924151959758,0.02130504065398889,0.029712141086793237
FRT,2018,0.08783325568919578,0.0,0.04391662784459789
FRT,2019,0.4874745690750366,0.0,0.2437372845375183
FRT,2020,0.04329872432588472,0.08566491989377104,0.06448182210982788
FRT,2021,0.1331603947352034,0.0,0.0665801973676017
FRT,2022,0.06712798912900346,0.0,0.03356399456450173
FRT,2023,0.0,0.06323877146501465,0.031619385732507325
FRT,2024,0.06414139066776797,0.05334279790193037,0.05874209428484917
FRT,2025,0.0,0.0,0.0
FSP,2018,0.0,0.0,0.0
FSP,2023,0.0,0.0,0.0
GNL,2024,0.0,0.0,0.0
GTY,2022,0.0,0.0,0.0
GTY,2023,0.0,0.0,0.0
GTY,2024,0.0,0.0,0.0
HHH,2014,0.10597273240761665,0.05495231175580583,0.08046252208171124
HHH,2015,0.061731019095140297,0.0,0.030865509547570148
HHH,2016,0.0,0.08915867649322645,0.044579338246613226
HHH,2017,0.05272539168666877,0.022722385312181233,0.037723888499425
HHH,2018,0.0316541927970803,0.05533392503188782,0.04349405891448406
HHH,2019,0.03731796186463631,0.05605204165332425,0.046685001758980285
HHH,2020,0.060175213506726055,0.028694746457590126,0.04443497998215809
HHH,2021,0.04393198950625797,0.0,0.021965994753128985
HHH,2022,0.05802663308109315,0.029054114304603258,0.0435403736928482
HHH,2023,0.08038718634395652,0.030847822524283485,0.05561750443412
HHH,2024,0.08271166569944645,0.10164356365029399,0.09217761467487022
HHH,2025,0.08385738462200007,0.0,0.041928692311000035
HIW,2014,0.0,0.0,0.0
HIW,2015,0.03796582991722327,0.04207015894433555,0.04001799443077941
HIW,2016,0.04288732638797443,0.0,0.021443663193987213
HIW,2017,0.0,0.13954455348599684,0.06977227674299842
HIW,2019,0.0,0.0,0.0
HIW,2020,0.0,0.0,0.0
HIW,2021,0.0,0.0,0.0
HIW,2022,0.047791624419121236,0.056113276088674974,0.05195245025389811
HIW,2023,0.06770480126042175,0.0812815641116041,0.07449318268601293
HIW,2024,0.0,0.0,0.0
HIW,2025,0.11078967478978105,0.0,0.055394837394890525
HPP,2014,0.0,0.0,0.0
HPP,2015,0.15233580283594894,0.03984042602295923,0.09608811442945409
HPP,2016,0.023983834911700377,0.02689294970492336,0.025438392308311866
HPP,2017,0.09197633378774275,0.037943262879008795,0.06495979833337577
HPP,2018,0.04352451509598541,0.05533392503188782,0.049429220063936616
HPP,2019,0.07737691572619629,0.04800051328067377,0.06268871450343502
HPP,2020,0.0,0.0,0.0
HPP,2021,0.04294930124009134,0.031243279804249197,0.03709629052217027
HPP,2022,0.03701153976584514,0.05387444462323658,0.04544299219454086
HPP,2023,0.03308450892786599,0.09386372310646372,0.06347411601716485
HPP,2024,0.04062288075625305,0.0,0.020311440378126527
HPP,2025,0.07237236327970685,0.0,0.036186181639853425
HR,2016,0.0,0.0,0.0
HR,2017,0.0,0.0,0.0
HR,2018,0.0,0.0,0.0
HR,2019,0.08023361800896807,0.0,0.040116809004484034
HR,2020,0.06803622168104476,0.0,0.03401811084052238
HR,2021,0.0,0.08518275257699426,0.04259137628849713
HR,2022,0.0803529509464346,0.08754597251275945,0.08394946172959702
HR,2023,0.05798920415887891,0.03212937582496712,0.04505928999192302
HR,2024,0.04132563974540796,0.10232419762671188,0.07182491868605992
HR,2025,0.08459601547883512,0.0,0.04229800773941756
HST,2014,0.0,0.0,0.0
HST,2015,0.20311440378126525,0.0,0.10155720189063262
HST,2017,0.0,0.0,0.0
HST,2019,0.0,0.0,0.0
HST,2020,0.1433748732573637,0.0,0.07168743662868185
HST,2021,0.0,0.0,0.0
HST,2022,0.0,0.0,0.0
HST,2024,0.0,0.0,0.0
HST,2025,0.0,0.0,0.0
INN,2014,0.1874902188750141,0.0,0.09374510943750705
INN,2016,0.0,0.0,0.0
INN,2019,0.5789789062376548,0.0,0.2894894531188274
INN,2021,0.20811322337280075,0.0,0.10405661168640037
INN,2022,0.23159156249506194,0.16600177509566344,0.19879666879536267
INN,2023,0.0,0.0,0.0
INN,2024,0.0,0.0,0.0
INN,2025,0.0,0.0,0.0
INVH,2014,0.08334296837933627,0.019431795975813522,0.051387382177574895
INVH,2015,0.04679252713750749,0.053014016269172196,0.049903271703339844
INVH,2016,0.0334081767150084,0.060136637572882234,0.046772407143945316
INVH,2017,0.051874066642975114,0.0113183028474316,0.03159618474520336
INVH,2018,0.07174089206246953,0.03354411489110059,0.05264250347678506
INVH,2019,0.11230642265276647,0.07501874849977483,0.09366258557627065
INVH,2020,0.07534445925421829,0.04759033905013765,0.06146739915217797
INVH,2021,0.06304084852056356,0.04066345369635749,0.051852151108460524
INVH,2022,0.08666495875415485,0.04652385442878653,0.06659440659147069
INVH,2023,0.09138731047358753,0.07032857729900228,0.08085794388629491
INVH,2024,0.055067332092839774,0.04811336983210159,0.05159035096247068
INVH,2025,0.12399503909357938,0.05177104948967447,0.08788304429162692
IRM,2023,0.0415552431284428,0.04616233289172611,0.04385878801008446
IRM,2024,0.045285335651991235,0.05276865522977877,0.049026995440885
IRM,2025,0.08222382463177444,0.03820907542173391,0.06021645002675417
IVT,2014,0.0,0.07617743571064187,0.03808871785532093
IVT,2015,0.0,0.08509141253576617,0.042545706267883086
IVT,2016,0.0,0.0,0.0
IVT,2017,0.02573239583278466,0.07114361789814148,0.04843800686546307
IVT,2019,0.08577465277594885,0.2614870287414293,0.1736308407586891
IVT,2020,0.0,0.0,0.0
IVT,2021,0.0,0.0,0.0
IVT,2022,0.05559401719679301,0.06260957026203237,0.05910179372941269
IVT,2024,0.0,0.0,0.0
IVT,2025,0.0,0.0,0.0
JBGS,2014,0.0,0.0,0.0
JBGS,2015,0.018828582316671703,0.09685937384390406,0.05784397808028788
