title,rating,date,pros,cons,company,ticker,scrape_date,glassdoor_url
Great,5.0,"Jun 10, 2025",Great place to work with friendly people,"There are no offices or separate cubicles, it is an open environment",Welltower Inc.,WELL,2025-11-10,https://www.glassdoor.com/Reviews/Welltower-Reviews-E1166198.htm
Good Company,5.0,"Jun 3, 2025",Better than avg pay Healthcare Giant - Great Reputation Very Flexible depending on direct supervisor,New processes needed Sometimes need long hour,Welltower Inc.,WELL,2025-11-10,https://www.glassdoor.com/Reviews/Welltower-Reviews-E1166198.htm
Welltower,3.0,"May 14, 2025",Great benefits and bonus percentage is great overall.,Alot of traveling. Long hours process changes.,Welltower Inc.,WELL,2025-11-10,https://www.glassdoor.com/Reviews/Welltower-Reviews-E1166198.htm
Visionaries,5.0,"Apr 22, 2025",Fast paced Remarkable professionals High standards Supportive teams Growth opportunities,Multiple reporting platforms Communication LOB silos,Welltower Inc.,WELL,2025-11-10,https://www.glassdoor.com/Reviews/Welltower-Reviews-E1166198.htm
Pass,1.0,"Apr 21, 2025",- freedom to pursue any opportunity with little to no oversight,- toxic flat organization that does not allow for material advancement,Welltower Inc.,WELL,2025-11-10,https://www.glassdoor.com/Reviews/Welltower-Reviews-E1166198.htm
Great Company,5.0,"Feb 6, 2025",Great working environment Great teams overall Incredible benefits Fast growing company,Growing pains due to fast growth Lack of individual development Lack of promotional ability,Welltower Inc.,WELL,2025-11-10,https://www.glassdoor.com/Reviews/Welltower-Reviews-E1166198.htm
Toxic Office & Environment,1.0,"Dec 18, 2024",The direct deposit is decent. Employee stock purchase plan,Bad manager Bad higher level leadership Yells at employees References rude & inappropriate things during work In office environment is terrible severance type environment,Welltower Inc.,WELL,2025-11-10,https://www.glassdoor.com/Reviews/Welltower-Reviews-E1166198.htm
Organization of dysfunction and toxcicity,1.0,"Sep 13, 2024",Decent healthcare plan Employee Stock plan,"Working in this organization was a deeply disappointing experience, marred by a complete lack of rationality and logical thinking within the decision-making process. The workplace culture is characterized by an alarming tendency to ignore expertise and embrace reactionary decision-making, leaving employees feeling undervalued and unsupported. One of the most glaring issues is the blatant disregard for the valuable insights provided by department managers. Some senior leaders consistently sideline their expertise, opting instead to heed decisions made by a select group of individuals who lack any relevant experience in the areas they are making decisions. This approach not only undermines the expertise of dedicated professionals but also leads to misguided choices that harm the organization in the long run. Promotions and significant raises, crucial aspects of career growth, are only awarded in select departments, and are not necessarily based on merit or skills, but on the basis of cronyism and favoritism. This nepotistic approach not only demoralizes employees who work hard and demonstrate exceptional skills but also fosters a toxic work environment where office politics reign supreme. Genuine talent is systematically ignored, leaving employees feeling insignificant and undervalued. Another alarming aspect of the workplace environment is the tendency to make sweeping cuts without fully understanding the ramifications. Impulsive cost-cutting measures are implemented without a comprehensive analysis, leading to decreased employee morale, increased workload, and overall dissatisfaction. These decisions have a domino effect on productivity and employee well-being, ultimately affecting the organization's overall performance. In conclusion, this workplace is a prime example of an organization where rationality, logic, and fair decision-making are sacrificed at the altar of favoritism, cronyism, and short-sightedness. Many employees are left disheartened and demoralized, leading to a toxic work environment that stifles creativity, innovation, and genuine professional growth.",Welltower Inc.,WELL,2025-11-10,https://www.glassdoor.com/Reviews/Welltower-Reviews-E1166198.htm
Healthcare Reit,3.0,"Oct 29, 2024",wfh life balance if far enough away from building,It’s a pretty chaotic there.,Welltower Inc.,WELL,2025-11-10,https://www.glassdoor.com/Reviews/Welltower-Reviews-E1166198.htm
Great Colleagues/Intense Workload,3.0,"Oct 10, 2024","Great benefits
Lots of vacation
Remote work","Shared assistants
Run lean on hiring creating frequent burnout",Welltower Inc.,WELL,2025-11-10,https://www.glassdoor.com/Reviews/Welltower-Reviews-E1166198.htm
Review for welltower,4.0,"Sep 27, 2024","Good benefit, insurance options, and bonus","Lack of transparency, experience varies based on which team you are in",Welltower Inc.,WELL,2025-11-10,https://www.glassdoor.com/Reviews/Welltower-Reviews-E1166198.htm
Good,5.0,"Sep 2, 2024",Flexible working enviornment with good managers,Corporate Jargon can disorient business direction,Welltower Inc.,WELL,2025-11-10,https://www.glassdoor.com/Reviews/Welltower-Reviews-E1166198.htm
Decent place to work,3.0,"Jun 24, 2024","They offered great benefits, the opportunity to travel, the facility was nice with a gym and cafe.",Management changes over the years affected the culture quite a bit.,Welltower Inc.,WELL,2025-11-10,https://www.glassdoor.com/Reviews/Welltower-Reviews-E1166198.htm
Great Company To Work For,5.0,"Jul 15, 2024",Great benefits and the people are nice.,None to list at this time.,Welltower Inc.,WELL,2025-11-10,https://www.glassdoor.com/Reviews/Welltower-Reviews-E1166198.htm
The paycheck shows up on time,3.0,"Apr 25, 2024",I have a very supportive manager.,"Accounting team is much too small. As a result, property management takes on a lot of reviewing for Accounting. Also too much unnecessary middle management and inefficient communication processes.",Welltower Inc.,WELL,2025-11-10,https://www.glassdoor.com/Reviews/Welltower-Reviews-E1166198.htm
Great company,5.0,"Jul 8, 2024",Great environment to learn and grow your career,can be intense at times,Welltower Inc.,WELL,2025-11-10,https://www.glassdoor.com/Reviews/Welltower-Reviews-E1166198.htm
Average Company,3.0,"Jun 27, 2024",Flexible work schedule & good pay,"There is a good ole boys mentality, not very professional",Welltower Inc.,WELL,2025-11-10,https://www.glassdoor.com/Reviews/Welltower-Reviews-E1166198.htm
Not what I expected,3.0,"Apr 27, 2023","Flexible, great benefits, great bonus.","Not enough communication from leadership. I have been in companies during transitions and by far the transition within this company has been far from smooth. Corporate pushing out new systems and programs prior to it being fully ready then retracting, and pushing out again to find more issues and so forth. Always being told to check P&P, however, No clear procedures even on website where employees are to go and find Policies & Procedures and a lot information is outdated. This makes it more challenging for newcomers. Be ready to do plenty of self research and more research to find answers. Lack of communication between departments. Very clique and favoritism is noticed. Negative comments about other co workers and past co workers from managers frequently. Certain departments get more leeway on deadlines while other are expected to always meet it. Almost no work/life balance. More cons, but these are the more significant ones.",Welltower Inc.,WELL,2025-11-10,https://www.glassdoor.com/Reviews/Welltower-Reviews-E1166198.htm
Great Company,4.0,"Jan 16, 2024","Benefits, Pay, welcoming environment, diverse culture. Everyone I’ve ever encountered was pleasant and willing to help if needed.",The customer service dept is not work from home but the other employees are hybrid.,Welltower Inc.,WELL,2025-11-10,https://www.glassdoor.com/Reviews/Welltower-Reviews-E1166198.htm
Great place to work,5.0,"Dec 7, 2023",Great Company to work for if you want to grow your career and learn,"It can be fast paced at times, which can be overwhelming to some",Welltower Inc.,WELL,2025-11-10,https://www.glassdoor.com/Reviews/Welltower-Reviews-E1166198.htm
Great place to work,5.0,"Nov 21, 2023","Flexibility 
Transparency 
Variety of work
The people",Promotion process is not straightforward,Welltower Inc.,WELL,2025-11-10,https://www.glassdoor.com/Reviews/Welltower-Reviews-E1166198.htm
Not as good as it used to be,3.0,"Mar 1, 2023","Great benefits such as generous PTO including time for senior care, 14 paid holidays, 5% 401K matching, excellent health insurance at low premiums, annual bonuses, employee stock purchase program, health incentive programs including gym cost reimbursement, great coworkers and managers.","Increased top down control on local processes, less connection and contact with tenants than we used to have, more bureaucracy, poorer organization and training. They are re-tooling the whole company to be more robotic, centralized and jerking around long term, loyal employees the whole way. Company culture is moving toward a more wokist-progressive mindset and they jump on every corporate bandwagon out there right now. Wage increases are not keeping pace with workload increases.",Welltower Inc.,WELL,2025-11-10,https://www.glassdoor.com/Reviews/Welltower-Reviews-E1166198.htm
Fantastic workplace,5.0,"Aug 24, 2023",- good culture that emphasizes employee well-being and development - top institutional investment firm that provides cool insights into RE,- can sometimes be a little slow or boring - Pay could be better,Welltower Inc.,WELL,2025-11-10,https://www.glassdoor.com/Reviews/Welltower-Reviews-E1166198.htm
Horrible work experience,1.0,"Oct 24, 2023",none. no pros horrible work environment,Everything! Benefits are so expensive. The management is toxic. Mico managers. Pay is crap. DONT WORK HERE,Welltower Inc.,WELL,2025-11-10,https://www.glassdoor.com/Reviews/Welltower-Reviews-E1166198.htm
Tax Intern in Toledo,4.0,"Jul 19, 2023","It's pretty easy going for an intern, but the work runs out quickly.","In the tax department, a lot of your coworkers will not introduce themselves to you. Talking doesn't seem to be a thing.",Welltower Inc.,WELL,2025-11-10,https://www.glassdoor.com/Reviews/Welltower-Reviews-E1166198.htm
"Dark cloud overhead, bad culture",2.0,"Jun 14, 2023",Benefits Pay People (not leaders) 401K Stock purchase,Culture CEO Lack of trust Not enough help No work life balance,Welltower Inc.,WELL,2025-11-10,https://www.glassdoor.com/Reviews/Welltower-Reviews-E1166198.htm
Great Company - Great Benefits,5.0,"Jun 9, 2023",- People are great to work wit,- Transparency of short term incentives to reach long term goals,Welltower Inc.,WELL,2025-11-10,https://www.glassdoor.com/Reviews/Welltower-Reviews-E1166198.htm
"Karma - Enjoy NY, Tom.",1.0,"Sep 29, 2017",Unfortunately at this time the company has absolutely nothing going for it. On the outside it can look and feel glamorous but it's the complete opposite.,"Day one Tom DeRosa came into the company telling everyone how down to earth he was, that he was an employee advocate and so much more. Nothing could be farther from the truth. Tom has been anti-Toledo since day one. The University of Toledo was never good enough to hire graduates or interns from. All new employees should live in Ann Arbor because Toledo wasn't good enough for people of his caliber. As a proud graduate of the University of Toledo that was all so disappointing. Tom has finally gotten his way. He looks like the hero donating the building and property to the University of Toledo but in reality it was only done to get his way and that is out of Toledo. Management continued to lie to employees that the building they were constructing in NY was not meant for a new headquarters. While it may not be the headquarters now, Tom will be working out of that office. Mark my word, eventually the headquarters will be in NY and the hardworking employees that have held it out during the chaotic and stressful times will no longer have a job. To the current employees, don't be afraid to move on. While people say the grass isn't always greener on the other side, I can promise you that this time it will be.",Welltower Inc.,WELL,2025-11-10,https://www.glassdoor.com/Reviews/Welltower-Reviews-E1166198.htm
Epic Fail,1.0,"Sep 27, 2017",It pays the bills. The corporate HQ was nice when Welltower owned it. The temperature in the building isn't too bad.,"This organization went from stellar to rock bottom in 12 months. Without ever addressing its new ""course of action"" with its employees, Welltower did a complete 180 and terminated about 30% of its workforce. It became a completely strange and confusing environment. Sadly, many important tasks aren't being completed due to the lack of staff. Current management is so focused on cutting compensation that they're not addressing the real struggles within the organization. Recently, Welltower donated its 100 acre Dorr Street (Toledo) campus to The University of Toledo. Nice save. The perfect opportunity to contradict all of the negative reviews that claim that the CEO doesn't live in Toledo nor does he care about the community. That job is done. This left the Toledo (Corporate HQ) based employees wondering what this means for their future in the company. Why would a real estate company give away a $30M piece of real estate if they plan to grow their HQ in Toledo? They don't. It's a slow kill, and it seems like this company is phasing its way out of the Toledo community. This will leave so many good, hard-working employees devastated. As for Welltower's claims that they are in the utmost compliance with regard to employee ethics, managers were instructed to grant nothing higher than a 3 rating on their reports' annual performance reviews. That means that Welltower has no intention of paying their employees based on performance. It's just a lure. What is ironic, is that Welltower only has a 2.6 rating on Glass Door. That's karma for you.",Welltower Inc.,WELL,2025-11-10,https://www.glassdoor.com/Reviews/Welltower-Reviews-E1166198.htm
Life at welltower,4.0,"Apr 3, 2023",The work freedom is amazing. No over bearing boss breathing down your back.,No room for mistakes and too serious.,Welltower Inc.,WELL,2025-11-10,https://www.glassdoor.com/Reviews/Welltower-Reviews-E1166198.htm
Great place,5.0,"Mar 29, 2023","Honestly it's incredible. Cafeteria, super cool company, great people",Sometimes feels a bit lost and the organization is a bit top heavy.,Welltower Inc.,WELL,2025-11-10,https://www.glassdoor.com/Reviews/Welltower-Reviews-E1166198.htm
Great company,5.0,"Apr 10, 2023",Treat employees well and rewarding.,Big learning curve for a complex business model.,Welltower Inc.,WELL,2025-11-10,https://www.glassdoor.com/Reviews/Welltower-Reviews-E1166198.htm
Great company,5.0,"Apr 8, 2023",Lots of growth opportunity and creative liberty,Minimal on-boarding training or guidance,Welltower Inc.,WELL,2025-11-10,https://www.glassdoor.com/Reviews/Welltower-Reviews-E1166198.htm
Poison in the Well,1.0,"Apr 13, 2017",The cafe is pretty nice...,"I was initially positive about the prospect of change under the new executive management, headed by DeRosa and Mitra. Unfortunately, they have ham-fisted change management, and have squandered an opportunity to elevate the company to a more sustainable and long-term path to growth. Indiscriminately firing employees and falsely labeling the terminations as “for performance,” they have focused simply on head counts and cost-cutting for what can only be viewed as a setup for the company to be a take-over target by private equity, or some other buy-out of the current shareholders. Employees are scared and cringing, when they should have been empowered and impassioned. DeRosa has failed to impress with his leadership, and one can only surmise that the clock is ticking on the remaining 2 ½ years of his current contract to complete the deal. The duo of DeRosa and Mitra is about the most unlikely pairing one can imagine, and it’s likely they were dropped into place by much larger external players to grease the skids. Make no mistake, the employees are being fed a false bill of goods when they are told that the remaining “lucky” ones are in for some wonderful financial reward. The light they are told to look at is not the end of the tunnel, it’s another train.",Welltower Inc.,WELL,2025-11-10,https://www.glassdoor.com/Reviews/Welltower-Reviews-E1166198.htm
Quality Company in a Promising Industry,5.0,"Feb 27, 2016","The corporate headquarters is located on a beautiful campus in Toledo, OH. Employees are spoiled with a full time chef and kitchen staff, a plethora of development opportunities, and an excellent wellness program to coincide with the on-campus workout facility. A friendly culture exists which promotes collaboration among Welltower's bright employees.","Most of the positions require long hours at least at some points during the year. It can be a bit overwhelming because so many ideas and initiatives are flying around. From a career advancement standpoint, sometimes having the right persona or being liked by the right people is rewarded over productivity.",Welltower Inc.,WELL,2025-11-10,https://www.glassdoor.com/Reviews/Welltower-Reviews-E1166198.htm
Investment Associate,5.0,"Feb 14, 2023","- Great collaborative culture - Good benefits (PTO 20 days, 3 months maternity)",- Limited onboarding & training prior to starting the job,Welltower Inc.,WELL,2025-11-10,https://www.glassdoor.com/Reviews/Welltower-Reviews-E1166198.htm
"Decent experience, poor transparency and communication",2.0,"Nov 26, 2019","On paper, largest healthcare REIT, lots of interesting investments. Great people on the internal data/business insights team. National and oversees presence with a good outlook on the healthcare real estate industry. Great place to learn a ton about the industry.","Most of the cons of working at a large company apply here. Lack of oversight/initiative from management can silo individuals at the bottom and prevent further growth and development. Top-down communication flow is quite poor; status/position within the firm matters in terms of who has a voice and who is listened to. Lack of recognition from upper management can lower morale at the bottom. Office politics seems to be a big deal here. HR team: Inconsistency and lack of transparency regarding performance evaluation makes it difficult to know what needs to be improved, requires a lot of reading between the lines which can be difficult. Lack of genuine interaction, feel on the fringes and pressured to engage in small talk. Many blanket statements made that seem to look to appease certain employees.",Welltower Inc.,WELL,2025-11-10,https://www.glassdoor.com/Reviews/Welltower-Reviews-E1166198.htm
Good,3.0,"Mar 2, 2023",Flexible work schedule and good pay,Non-transparent communication from leadership to lower level employees,Welltower Inc.,WELL,2025-11-10,https://www.glassdoor.com/Reviews/Welltower-Reviews-E1166198.htm
Was a great place,1.0,"Mar 27, 2023",Benefits and environment. Location of offices,It’s changed a lot. Things have seemingly gotten worse. And it’s definitely started from the top,Welltower Inc.,WELL,2025-11-10,https://www.glassdoor.com/Reviews/Welltower-Reviews-E1166198.htm
Welltower is what you make of it,4.0,"Nov 27, 2018","Enormous opportunity for ambitious professionals who are willing to learn, ask questions, and yes..definitely put in the time. The extremely flat organizational hierarchy provides high visibility and growth potential. Good compensation and benefits","Sad to see the Toledo office transition and many of the perks changing. More and more positions being hired in NY is certainly unnerving, however with recent G&A expense reductions in 2017 and 2018, moving the remaining employees at the Toledo office would be counter-intuitive and grossly expensive.",Welltower Inc.,WELL,2025-11-10,https://www.glassdoor.com/Reviews/Welltower-Reviews-E1166198.htm
